type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
C,7500,3,4.0,30000,0.7970220560878196,0.8693333333333333,0.7386706948640483
C,7500,1,5.0,37500,0.7833388954684878,0.8702222222222222,0.7203826342899191
C,7500,2,5.0,37500,0.7920814164794094,0.864,0.7341389728096677
C,7500,3,5.0,37500,0.8007261509254866,0.8737777777777778,0.7418867924528302
C,7500,1,6.0,45000,0.7887653146278439,0.8657777777777778,0.7290419161676647
C,7500,2,6.0,45000,0.785508439687114,0.848,0.7315950920245399
C,7500,3,6.0,45000,0.7974054454317612,0.8764444444444445,0.736370425690814
C,7500,1,7.0,52500,0.7949714841271132,0.864,0.7380410022779044
C,7500,2,7.0,52500,0.7908416831765068,0.864,0.7324792765636775
C,7500,3,7.0,52500,0.8015643961735852,0.8648888888888889,0.7467382962394474
C,7500,1,8.0,60000,0.797035817208728,0.8604444444444445,0.7423312883435583
C,7500,2,8.0,60000,0.7966182995156506,0.8657777777777778,0.7395596051632498
C,7500,3,8.0,60000,0.7995047461824185,0.8604444444444445,0.7457627118644068
C,7500,1,9.0,67500,0.8015643961735852,0.8648888888888889,0.7467382962394474
C,7500,2,9.0,67500,0.806091859244187,0.8675555555555555,0.7519260400616333
C,7500,3,9.0,67500,0.8069100120426893,0.8648888888888889,0.7542635658914729
C,7500,1,10.0,75000,0.808561118119613,0.8693333333333333,0.7546296296296297
C,7500,2,10.0,75000,0.8106177710884215,0.8702222222222222,0.757153905645785
C,7500,3,10.0,75000,0.8052649054720786,0.8746666666666667,0.7477203647416414
B,12389,1,-1.0,12389,0.6524118450652523,0.9546666666666667,0.587527352297593
B,12389,2,-1.0,12389,0.6477963571348754,0.9653333333333334,0.5844994617868676
B,12389,3,-1.0,12389,0.6549814171389514,0.9608888888888889,0.5891008174386921
A,12389,1,0.0,0,0.7435047209347458,0.8097777777777778,0.6901515151515152
A,12389,2,0.0,0,0.7521462180999647,0.8204444444444444,0.6976568405139834
A,12389,3,0.0,0,0.7488606532480704,0.8142222222222222,0.6955201214882308
C,12389,1,0.25,3097,0.7624478868020916,0.8284444444444444,0.7082066869300911
C,12389,2,0.25,3097,0.7521391599847581,0.8222222222222222,0.6970610399397137
C,12389,3,0.25,3097,0.7739197526939746,0.8533333333333334,0.7142857142857143
C,12389,1,0.5,6194,0.7710569606262264,0.8471111111111111,0.712789827973074
C,12389,2,0.5,6194,0.7702103635586841,0.8497777777777777,0.7107806691449814
C,12389,3,0.5,6194,0.7838405685939318,0.8568888888888889,0.7259036144578314
C,12389,1,0.75,9291,0.7743403939056113,0.8524444444444444,0.715137956748695
C,12389,2,0.75,9291,0.7743688527813601,0.8471111111111111,0.7170805116629044
C,12389,3,0.75,9291,0.743459498588259,0.8186666666666667,0.6873134328358209
C,12389,1,1.0,12389,0.7727256084910075,0.8444444444444444,0.7159005275056518
C,12389,2,1.0,12389,0.7656398133598267,0.8497777777777777,0.7050147492625368
C,12389,3,1.0,12389,0.7780725552665414,0.8515555555555555,0.7203007518796992
C,12389,1,1.5,18583,0.7838405685939318,0.8568888888888889,0.7259036144578314
C,12389,2,1.5,18583,0.7673883120332439,0.8337777777777777,0.7127659574468085
C,12389,3,1.5,18583,0.7822054532495677,0.8515555555555555,0.7257575757575757
C,12389,1,2.0,24778,0.7875366151342555,0.8631111111111112,0.7284321080270068
C,12389,2,2.0,24778,0.7904315527420109,0.8631111111111112,0.7322775263951734
C,12389,3,2.0,24778,0.7883713093557569,0.8613333333333333,0.7302185380557649
C,12389,1,3.0,37167,0.7871407768709995,0.8586666666666667,0.729607250755287
C,12389,2,3.0,37167,0.7854613142287045,0.864,0.7253731343283583
C,12389,3,3.0,37167,0.8040249827450374,0.8755555555555555,0.7456472369417109
C,12389,1,4.0,49556,0.8015022230541156,0.8844444444444445,0.7386785449146251
C,12389,2,4.0,49556,0.8048571393704695,0.8711111111111111,0.7486631016042781
C,12389,3,4.0,49556,0.7965818903318903,0.8755555555555555,0.7356235997012696
C,12389,1,5.0,61945,0.8036223575323833,0.8657777777777778,0.7492307692307693
C,12389,2,5.0,61945,0.7990885225984564,0.8684444444444445,0.741837509491268
C,12389,3,5.0,61945,0.799911930292725,0.8693333333333333,0.7425968109339408
C,12389,1,6.0,74334,0.7961514862730252,0.8782222222222222,0.7340267459138187
C,12389,2,6.0,74334,0.8114335014780463,0.8675555555555555,0.7595330739299611
C,12389,3,6.0,74334,0.8077392892402998,0.8702222222222222,0.7530769230769231
C,12389,1,7.0,86723,0.8052695262758521,0.8702222222222222,0.7496171516079633
C,12389,2,7.0,86723,0.7986518715182431,0.8755555555555555,0.7383808095952024
C,12389,3,7.0,86723,0.8081506897608415,0.8702222222222222,0.7536566589684373
C,12389,1,8.0,99112,0.8106208525536203,0.8728888888888889,0.7559661277906081
C,12389,2,8.0,99112,0.8060909389985758,0.8737777777777778,0.7492378048780488
C,12389,3,8.0,99112,0.8085630649434911,0.8737777777777778,0.7526799387442573
C,12389,1,9.0,111501,0.8122676277488061,0.8791111111111111,0.7555385790679908
C,12389,2,9.0,111501,0.8093864496104007,0.8746666666666667,0.7534456355283308
C,12389,3,9.0,111501,0.8073265184088385,0.8746666666666667,0.7505720823798627
C,12389,1,10.0,123890,0.7965865801247409,0.8746666666666667,0.7359760658189978
C,12389,2,10.0,123890,0.8040305631262796,0.8728888888888889,0.7467680608365019
C,12389,3,10.0,123890,0.8044302309478492,0.8782222222222222,0.7450980392156863
